2026.05.17 23:06:28 INFO  tracing is disabled for protocol LSP, to enable tracing of incoming and outgoing JSON messages create an empty file at c:\Users\yahya\Desktop\Borrowly\Borrowly\.metals\lsp.trace.json or C:\Users\yahya\AppData\Local\scalameta\metals\cache\lsp.trace.json
2026.05.17 23:06:30 INFO  logging to files C:\Users\yahya\Desktop\Borrowly\Borrowly\.metals\metals.log
2026.05.17 23:06:30 INFO  Started: Metals version 1.6.7 in folders 'C:\Users\yahya\Desktop\Borrowly\Borrowly' for client Antigravity 1.107.0.
2026.05.17 23:06:30 INFO  Memory monitor started
2026.05.17 23:06:31 WARN  Using H2 2.4.240 which is newer than the version Flyway has been verified with. The latest verified version of H2 is 2.3.232.
2026.05.17 23:06:31 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:06:33 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:07:58 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:09:16 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\repository\UserRepository.java. Using fallback presentation compiler.
2026.05.17 23:09:19 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\repository\ItemRepository.java. Using fallback presentation compiler.
2026.05.17 23:09:21 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\repository\RentalRepository.java. Using fallback presentation compiler.
2026.05.17 23:09:34 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\service\UserService.java. Using fallback presentation compiler.
2026.05.17 23:09:42 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\service\CustomUserDetailsService.java. Using fallback presentation compiler.
2026.05.17 23:09:48 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\service\ItemService.java. Using fallback presentation compiler.
2026.05.17 23:09:50 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\service\RentalService.java. Using fallback presentation compiler.
2026.05.17 23:10:09 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\SecurityConfig.java. Using fallback presentation compiler.
2026.05.17 23:10:13 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\controller\AuthController.java. Using fallback presentation compiler.
2026.05.17 23:10:23 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\controller\HomeController.java. Using fallback presentation compiler.
2026.05.17 23:10:30 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\controller\ItemController.java. Using fallback presentation compiler.
2026.05.17 23:10:37 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\controller\DashboardController.java. Using fallback presentation compiler.
2026.05.17 23:10:39 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\controller\RentalController.java. Using fallback presentation compiler.
2026.05.17 23:11:25 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:19:57 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\SecurityConfig.java. Using fallback presentation compiler.
2026.05.17 23:21:47 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:47 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:48 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:51 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:51 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:51 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:53 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:54 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:54 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:21:59 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:22:00 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:22:11 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:23:08 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:25:39 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:28:14 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:28:14 WARN  no build target for: C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java
2026.05.17 23:28:15 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:28:16 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:28:18 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\config\DataInitializer.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 WARN  no build target for: C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java
2026.05.17 23:30:56 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
2026.05.17 23:30:55 INFO  no build target found for C:\Users\yahya\Desktop\Borrowly\Borrowly\src\main\java\org\example\borrowly\model\Item.java. Using fallback presentation compiler.
